21001;7;0;NULL;NULL;20;NULL;43;52;NULL;73;86;1;NULL;27;31;NULL;54;NULL;NULL;87;5;10;NULL;39;44;NULL;66;NULL;NULL
21002;7;0;9;12;NULL;NULL;42;NULL;60;74;NULL;NULL;15;NULL;33;NULL;55;NULL;78;83;NULL;NULL;26;37;NULL;57;67;NULL;89
21003;7;0;2;NULL;28;NULL;40;NULL;61;NULL;81;NULL;18;NULL;30;47;NULL;64;75;NULL;4;NULL;29;NULL;NULL;59;NULL;76;82
21007;7;2;NULL;11;NULL;34;42;NULL;61;NULL;88;NULL;NULL;28;35;NULL;52;NULL;73;90;1;15;NULL;NULL;48;55;NULL;75;NULL
21008;7;2;NULL;12;25;NULL;NULL;57;NULL;70;80;5;NULL;29;30;NULL;58;NULL;76;NULL;NULL;18;NULL;33;45;NULL;69;NULL;83
21009;7;2;2;14;NULL;NULL;40;NULL;NULL;72;81;NULL;19;NULL;36;47;NULL;60;78;NULL;4;NULL;23;NULL;NULL;59;65;NULL;82
21013;7;4;NULL;NULL;24;32;NULL;50;60;NULL;82;NULL;13;NULL;35;40;NULL;NULL;74;90;8;15;NULL;NULL;43;NULL;62;75;NULL
21014;7;4;2;11;NULL;NULL;47;NULL;66;77;NULL;NULL;12;NULL;30;NULL;52;NULL;78;87;NULL;NULL;27;33;NULL;59;69;NULL;89
21015;7;4;NULL;NULL;21;NULL;42;56;NULL;76;80;1;NULL;23;36;NULL;58;NULL;NULL;86;7;16;NULL;38;48;NULL;61;NULL;NULL
21019;7;6;NULL;NULL;21;NULL;41;50;NULL;75;86;3;NULL;26;33;NULL;56;NULL;NULL;87;5;10;NULL;35;46;NULL;65;NULL;NULL
21020;7;6;7;14;NULL;NULL;47;NULL;64;70;NULL;NULL;17;NULL;31;NULL;54;NULL;74;80;NULL;NULL;25;38;NULL;58;69;NULL;90
21021;7;6;4;NULL;23;NULL;40;NULL;60;NULL;82;NULL;16;NULL;30;48;NULL;68;73;NULL;9;NULL;24;NULL;NULL;55;NULL;79;84
21025;7;8;NULL;14;24;NULL;NULL;51;63;NULL;82;NULL;NULL;29;NULL;40;55;NULL;75;84;1;NULL;NULL;36;49;NULL;66;76;NULL
21026;7;8;NULL;13;NULL;30;45;NULL;62;NULL;83;NULL;NULL;22;33;NULL;52;NULL;74;88;5;16;NULL;NULL;47;58;NULL;77;NULL
21027;7;8;4;10;NULL;NULL;46;NULL;NULL;70;87;NULL;11;NULL;38;48;NULL;60;73;NULL;8;NULL;21;NULL;NULL;50;67;NULL;90
21031;7;10;1;12;NULL;NULL;43;NULL;61;NULL;84;NULL;NULL;28;35;NULL;58;NULL;74;87;NULL;15;NULL;38;48;NULL;62;79;NULL
21032;7;10;5;NULL;22;NULL;NULL;56;NULL;73;80;NULL;19;NULL;32;42;NULL;67;77;NULL;NULL;NULL;24;34;NULL;57;68;NULL;90
21033;7;10;4;10;NULL;NULL;44;NULL;60;NULL;82;NULL;NULL;21;36;NULL;53;NULL;71;88;NULL;14;26;NULL;45;55;NULL;72;NULL
21037;7;12;NULL;15;20;NULL;NULL;52;60;NULL;83;NULL;NULL;21;NULL;42;57;NULL;74;88;8;NULL;NULL;32;44;NULL;63;77;NULL
21038;7;12;6;NULL;24;NULL;41;NULL;NULL;72;80;NULL;NULL;25;31;NULL;58;62;NULL;86;7;17;NULL;34;46;NULL;68;NULL;NULL
21039;7;12;NULL;11;NULL;35;45;NULL;66;NULL;82;NULL;NULL;28;37;NULL;53;NULL;71;90;4;18;NULL;NULL;47;55;NULL;76;NULL
21043;7;14;3;12;NULL;NULL;40;NULL;60;NULL;82;NULL;NULL;20;39;NULL;50;NULL;72;90;NULL;14;25;NULL;49;58;NULL;74;NULL
21044;7;14;6;NULL;26;NULL;NULL;51;NULL;71;81;NULL;13;NULL;33;44;NULL;61;76;NULL;NULL;NULL;28;36;NULL;59;62;NULL;88
21045;7;14;2;NULL;NULL;30;43;NULL;NULL;78;84;NULL;10;22;NULL;NULL;54;63;NULL;89;8;19;NULL;38;45;NULL;69;NULL;NULL
21049;7;16;NULL;14;25;NULL;NULL;50;60;NULL;80;NULL;NULL;28;NULL;40;52;NULL;71;84;4;NULL;NULL;31;43;NULL;64;79;NULL
21050;7;16;3;NULL;23;NULL;41;NULL;NULL;77;81;NULL;NULL;26;36;NULL;55;61;NULL;86;8;11;NULL;37;47;NULL;66;NULL;NULL
21051;7;16;NULL;15;NULL;32;46;NULL;65;NULL;85;NULL;NULL;27;39;NULL;51;NULL;76;89;2;16;NULL;NULL;48;56;NULL;78;NULL
21055;7;18;NULL;16;28;NULL;NULL;55;65;NULL;80;NULL;NULL;29;NULL;41;56;NULL;73;87;9;NULL;NULL;31;48;NULL;66;77;NULL
21056;7;18;NULL;17;NULL;33;42;NULL;62;NULL;81;NULL;NULL;21;37;NULL;52;NULL;71;84;5;18;NULL;NULL;46;57;NULL;79;NULL
21057;7;18;4;11;NULL;NULL;40;NULL;NULL;70;83;NULL;13;NULL;38;49;NULL;61;78;NULL;7;NULL;25;NULL;NULL;59;69;NULL;86
21061;7;20;3;18;NULL;30;NULL;50;63;NULL;NULL;8;NULL;21;34;NULL;NULL;64;NULL;90;NULL;19;24;NULL;43;57;NULL;75;NULL
21062;7;20;NULL;15;25;NULL;NULL;51;NULL;73;80;5;NULL;27;31;NULL;58;NULL;78;NULL;NULL;16;NULL;38;48;NULL;69;NULL;88
21063;7;20;NULL;11;NULL;33;42;NULL;68;NULL;86;NULL;NULL;23;36;NULL;53;NULL;71;87;9;12;NULL;NULL;46;54;NULL;79;NULL
