21004;7;1;NULL;13;NULL;38;46;NULL;65;77;NULL;NULL;19;21;NULL;NULL;51;NULL;79;80;3;NULL;25;NULL;48;56;NULL;NULL;90
21005;7;1;6;11;NULL;34;NULL;53;62;NULL;NULL;8;NULL;23;35;NULL;NULL;68;71;NULL;NULL;14;24;NULL;45;58;NULL;NULL;88
21006;7;1;NULL;NULL;22;32;NULL;50;63;NULL;84;NULL;16;NULL;36;41;NULL;NULL;70;85;7;17;NULL;NULL;49;NULL;69;72;NULL
21010;7;3;3;13;NULL;37;NULL;51;64;NULL;NULL;8;NULL;20;39;NULL;NULL;66;NULL;84;NULL;17;21;NULL;46;56;NULL;79;NULL
21011;7;3;6;NULL;26;NULL;41;NULL;NULL;77;85;NULL;NULL;27;31;NULL;54;63;NULL;89;7;10;NULL;32;49;NULL;67;NULL;NULL
21012;7;3;NULL;16;22;NULL;NULL;50;62;NULL;86;NULL;NULL;24;NULL;43;53;NULL;71;87;9;NULL;NULL;38;44;NULL;68;74;NULL
21016;7;5;NULL;10;NULL;34;41;NULL;64;70;NULL;NULL;18;20;NULL;NULL;54;NULL;79;84;9;NULL;28;NULL;49;55;NULL;NULL;85
21017;7;5;3;NULL;26;NULL;45;NULL;63;NULL;81;NULL;14;NULL;31;46;NULL;68;72;NULL;5;NULL;29;NULL;NULL;53;NULL;73;88
21018;7;5;4;17;NULL;37;NULL;51;65;NULL;NULL;6;NULL;22;39;NULL;NULL;67;71;NULL;NULL;19;25;NULL;44;57;NULL;NULL;83
21022;7;7;NULL;15;NULL;34;45;NULL;66;76;NULL;NULL;18;20;NULL;NULL;57;NULL;77;83;8;NULL;28;NULL;49;59;NULL;NULL;85
21023;7;7;2;13;NULL;32;NULL;51;62;NULL;NULL;6;NULL;22;39;NULL;NULL;63;71;NULL;NULL;19;27;NULL;44;52;NULL;NULL;88
21024;7;7;NULL;NULL;29;36;NULL;53;61;NULL;81;NULL;11;NULL;37;42;NULL;NULL;72;89;1;12;NULL;NULL;43;NULL;67;78;NULL
21028;7;9;3;NULL;20;NULL;42;NULL;NULL;78;80;NULL;NULL;26;34;NULL;53;64;NULL;85;7;15;NULL;39;44;NULL;69;NULL;NULL
21029;7;9;NULL;18;23;NULL;NULL;57;NULL;71;81;2;NULL;25;31;NULL;59;NULL;79;NULL;NULL;19;NULL;35;41;NULL;61;NULL;89
21030;7;9;6;12;NULL;32;NULL;54;65;NULL;NULL;9;NULL;27;37;NULL;NULL;68;NULL;86;NULL;17;28;NULL;43;56;NULL;72;NULL
21034;7;11;NULL;11;20;NULL;49;51;NULL;NULL;89;3;NULL;23;37;NULL;NULL;63;76;NULL;6;16;NULL;39;NULL;54;69;NULL;NULL
21035;7;11;2;18;NULL;NULL;41;NULL;NULL;70;83;8;NULL;25;30;NULL;52;65;NULL;NULL;NULL;NULL;29;NULL;47;59;NULL;78;85
21036;7;11;7;NULL;NULL;31;40;NULL;NULL;75;81;NULL;13;27;NULL;NULL;50;64;NULL;86;9;17;NULL;33;46;NULL;66;NULL;NULL
21040;7;13;NULL;12;22;NULL;NULL;51;NULL;70;84;2;NULL;29;36;NULL;54;NULL;73;NULL;NULL;14;NULL;38;48;NULL;65;NULL;87
21041;7;13;3;10;NULL;NULL;43;NULL;NULL;78;85;NULL;13;NULL;30;49;NULL;61;79;NULL;9;NULL;27;NULL;NULL;50;64;NULL;89
21042;7;13;1;16;NULL;33;NULL;56;67;NULL;NULL;5;NULL;23;39;NULL;NULL;69;NULL;81;NULL;19;26;NULL;40;59;NULL;75;NULL
21046;7;15;9;11;NULL;NULL;46;NULL;64;NULL;83;NULL;NULL;27;31;NULL;56;NULL;70;86;NULL;16;NULL;37;48;NULL;67;77;NULL
21047;7;15;NULL;15;24;NULL;47;52;NULL;NULL;87;5;NULL;29;34;NULL;NULL;65;79;NULL;7;18;NULL;35;NULL;57;66;NULL;NULL
21048;7;15;1;17;NULL;NULL;41;NULL;NULL;73;80;4;NULL;21;32;NULL;53;68;NULL;NULL;NULL;NULL;23;NULL;42;55;NULL;75;85
21052;7;17;NULL;12;20;NULL;NULL;57;NULL;72;82;7;NULL;22;34;NULL;59;NULL;75;NULL;NULL;17;NULL;38;49;NULL;69;NULL;83
21053;7;17;5;18;NULL;NULL;42;NULL;NULL;70;87;NULL;19;NULL;35;45;NULL;63;74;NULL;6;NULL;24;NULL;NULL;58;67;NULL;88
21054;7;17;1;10;NULL;30;NULL;53;62;NULL;NULL;9;NULL;21;33;NULL;NULL;68;NULL;90;NULL;13;29;NULL;44;54;NULL;73;NULL
21058;7;19;3;NULL;20;NULL;43;NULL;NULL;74;85;NULL;NULL;24;32;NULL;50;60;NULL;89;6;10;NULL;39;45;NULL;68;NULL;NULL
21059;7;19;NULL;12;23;NULL;NULL;54;NULL;72;82;8;NULL;26;30;NULL;58;NULL;76;NULL;NULL;14;NULL;36;44;NULL;67;NULL;90
21060;7;19;1;15;NULL;34;NULL;51;63;NULL;NULL;2;NULL;22;35;NULL;NULL;64;NULL;88;NULL;19;27;NULL;47;53;NULL;75;NULL
21064;7;21;4;NULL;20;NULL;47;NULL;NULL;76;82;NULL;NULL;22;32;NULL;52;65;NULL;83;7;10;NULL;39;49;NULL;67;NULL;NULL
21065;7;21;NULL;17;26;NULL;NULL;56;60;NULL;81;NULL;NULL;28;NULL;40;59;NULL;70;89;6;NULL;NULL;35;41;NULL;61;77;NULL
21066;7;21;1;13;NULL;NULL;44;NULL;NULL;72;84;NULL;14;NULL;37;45;NULL;62;74;NULL;2;NULL;29;NULL;NULL;55;66;NULL;85
21070;7;23;2;NULL;21;NULL;43;NULL;66;NULL;87;NULL;13;NULL;33;47;NULL;69;73;NULL;7;NULL;27;NULL;NULL;51;NULL;75;88
21071;7;23;NULL;11;NULL;30;45;NULL;65;71;NULL;NULL;14;20;NULL;NULL;53;NULL;77;84;1;NULL;22;NULL;49;56;NULL;NULL;90
21072;7;23;4;17;NULL;32;NULL;50;62;NULL;NULL;9;NULL;25;35;NULL;NULL;67;79;NULL;NULL;19;28;NULL;41;59;NULL;NULL;89
21076;7;25;4;NULL;23;NULL;42;NULL;60;NULL;87;NULL;15;NULL;32;44;NULL;63;70;NULL;5;NULL;29;NULL;NULL;58;NULL;72;90
21077;7;25;NULL;13;NULL;34;43;NULL;67;71;NULL;NULL;17;22;NULL;NULL;50;NULL;77;81;3;NULL;26;NULL;46;53;NULL;NULL;82
21078;7;25;1;14;NULL;30;NULL;51;66;NULL;NULL;6;NULL;20;38;NULL;NULL;69;79;NULL;NULL;19;25;NULL;40;59;NULL;NULL;83
21082;7;27;2;NULL;25;NULL;41;NULL;64;NULL;85;NULL;13;NULL;37;46;NULL;66;75;NULL;3;NULL;27;NULL;NULL;53;NULL;78;87
21083;7;27;NULL;17;NULL;33;42;NULL;61;71;NULL;NULL;18;26;NULL;NULL;50;NULL;79;88;9;NULL;28;NULL;43;55;NULL;NULL;89
21084;7;27;1;11;NULL;34;NULL;52;67;NULL;NULL;6;NULL;22;38;NULL;NULL;69;72;NULL;NULL;16;23;NULL;48;57;NULL;NULL;81
21088;7;29;NULL;12;NULL;30;42;NULL;61;70;NULL;NULL;19;20;NULL;NULL;54;NULL;76;82;6;NULL;24;NULL;49;58;NULL;NULL;89
21089;7;29;3;NULL;21;NULL;44;NULL;60;NULL;81;NULL;18;NULL;35;46;NULL;67;78;NULL;7;NULL;27;NULL;NULL;55;NULL;79;87
21090;7;29;1;13;NULL;37;NULL;51;66;NULL;NULL;4;NULL;23;38;NULL;NULL;69;74;NULL;NULL;17;28;NULL;41;52;NULL;NULL;88
21094;7;31;2;11;NULL;30;NULL;52;63;NULL;NULL;3;NULL;21;37;NULL;NULL;67;NULL;81;NULL;15;29;NULL;45;58;NULL;73;NULL
21095;7;31;1;NULL;22;NULL;40;NULL;NULL;79;82;NULL;NULL;25;32;NULL;56;65;NULL;85;9;17;NULL;39;49;NULL;68;NULL;NULL
21096;7;31;NULL;18;20;NULL;NULL;50;62;NULL;83;NULL;NULL;24;NULL;43;59;NULL;70;87;7;NULL;NULL;31;44;NULL;64;78;NULL
21100;7;33;NULL;10;20;NULL;42;57;NULL;NULL;81;3;NULL;23;36;NULL;NULL;63;71;NULL;7;15;NULL;39;NULL;59;66;NULL;NULL
21101;7;33;1;17;NULL;NULL;41;NULL;NULL;72;85;8;NULL;21;32;NULL;54;65;NULL;NULL;NULL;NULL;27;NULL;46;56;NULL;76;89
21102;7;33;5;NULL;NULL;37;45;NULL;NULL;77;84;NULL;11;24;NULL;NULL;55;62;NULL;88;9;19;NULL;38;48;NULL;64;NULL;NULL
