1;0;0;NULL;NULL;21;32;NULL;55;60;NULL;81;NULL;15;NULL;37;41;NULL;NULL;70;89;7;17;NULL;NULL;46;NULL;63;72;NULL
2;0;0;3;11;NULL;NULL;44;NULL;64;78;NULL;NULL;19;NULL;31;NULL;52;NULL;79;83;NULL;NULL;20;36;NULL;59;67;NULL;87
3;0;0;NULL;NULL;28;NULL;42;57;NULL;74;85;5;NULL;29;35;NULL;58;NULL;NULL;90;6;10;NULL;39;45;NULL;65;NULL;NULL
7;0;2;NULL;16;25;NULL;NULL;53;64;NULL;80;NULL;NULL;29;NULL;40;59;NULL;77;87;4;NULL;NULL;30;49;NULL;67;78;NULL
8;0;2;NULL;13;NULL;37;41;NULL;61;NULL;82;NULL;NULL;21;39;NULL;52;NULL;70;83;9;19;NULL;NULL;47;58;NULL;71;NULL
9;0;2;5;14;NULL;NULL;45;NULL;NULL;73;85;NULL;15;NULL;36;48;NULL;60;76;NULL;6;NULL;20;NULL;NULL;54;69;NULL;86
13;0;4;9;10;NULL;NULL;47;NULL;61;NULL;82;NULL;NULL;29;33;NULL;56;NULL;72;89;NULL;11;NULL;36;49;NULL;63;75;NULL
14;0;4;2;NULL;23;NULL;NULL;52;NULL;70;83;NULL;17;NULL;32;41;NULL;60;71;NULL;NULL;NULL;25;37;NULL;57;66;NULL;86
15;0;4;4;12;NULL;NULL;46;NULL;68;NULL;80;NULL;NULL;20;30;NULL;55;NULL;76;88;NULL;13;28;NULL;48;58;NULL;79;NULL
19;0;6;7;NULL;27;NULL;NULL;51;NULL;77;80;NULL;10;NULL;35;41;NULL;61;79;NULL;NULL;NULL;29;37;NULL;56;68;NULL;82
20;0;6;9;11;NULL;NULL;42;NULL;60;NULL;84;NULL;NULL;25;36;NULL;52;NULL;72;90;NULL;15;NULL;38;46;NULL;67;78;NULL
21;0;6;1;NULL;NULL;31;45;NULL;NULL;76;81;NULL;13;23;NULL;NULL;55;64;NULL;85;4;17;NULL;34;49;NULL;69;NULL;NULL
25;0;8;NULL;10;20;NULL;NULL;51;60;NULL;80;NULL;NULL;28;NULL;44;54;NULL;77;84;9;NULL;NULL;36;47;NULL;68;78;NULL
26;0;8;NULL;11;NULL;30;43;NULL;65;NULL;82;NULL;NULL;26;32;NULL;50;NULL;70;90;2;12;NULL;NULL;48;55;NULL;79;NULL
27;0;8;6;17;NULL;NULL;42;NULL;NULL;75;86;NULL;19;NULL;38;49;NULL;62;76;NULL;8;NULL;23;NULL;NULL;53;66;NULL;89
