4;0;1;NULL;12;NULL;38;40;NULL;68;73;NULL;NULL;16;22;NULL;NULL;51;NULL;75;84;1;NULL;26;NULL;47;54;NULL;NULL;88
5;0;1;2;NULL;23;NULL;43;NULL;62;NULL;80;NULL;18;NULL;34;48;NULL;69;71;NULL;8;NULL;27;NULL;NULL;53;NULL;76;86
6;0;1;4;13;NULL;30;NULL;50;61;NULL;NULL;9;NULL;24;33;NULL;NULL;66;77;NULL;NULL;14;25;NULL;49;56;NULL;NULL;82
10;0;3;2;NULL;24;NULL;42;NULL;NULL;75;84;NULL;NULL;26;31;NULL;55;62;NULL;89;3;18;NULL;38;43;NULL;63;NULL;NULL
11;0;3;NULL;11;23;NULL;NULL;50;NULL;74;81;1;NULL;27;33;NULL;56;NULL;79;NULL;NULL;17;NULL;34;46;NULL;66;NULL;88
12;0;3;7;10;NULL;32;NULL;51;65;NULL;NULL;8;NULL;22;35;NULL;NULL;68;NULL;90;NULL;12;28;NULL;44;57;NULL;72;NULL
16;0;5;NULL;16;26;NULL;42;50;NULL;NULL;81;3;NULL;27;34;NULL;NULL;64;73;NULL;8;18;NULL;38;NULL;54;65;NULL;NULL
17;0;5;5;19;NULL;NULL;43;NULL;NULL;77;85;7;NULL;22;31;NULL;53;62;NULL;NULL;NULL;NULL;24;NULL;44;59;NULL;78;90
18;0;5;1;NULL;NULL;35;40;NULL;NULL;74;84;NULL;14;21;NULL;NULL;51;67;NULL;87;6;15;NULL;39;45;NULL;69;NULL;NULL
22;0;7;NULL;16;22;NULL;44;50;NULL;NULL;89;3;NULL;24;30;NULL;NULL;62;74;NULL;6;19;NULL;32;NULL;59;63;NULL;NULL
23;0;7;5;18;NULL;NULL;40;NULL;NULL;71;86;8;NULL;21;33;NULL;54;66;NULL;NULL;NULL;NULL;28;NULL;48;57;NULL;73;88
24;0;7;2;12;NULL;NULL;43;NULL;65;NULL;83;NULL;NULL;20;39;NULL;53;NULL;70;87;NULL;14;26;NULL;47;58;NULL;75;NULL
28;0;9;1;NULL;21;NULL;41;NULL;NULL;74;85;NULL;NULL;22;31;NULL;59;63;NULL;88;4;14;NULL;37;46;NULL;69;NULL;NULL
29;0;9;NULL;15;25;NULL;NULL;52;NULL;72;81;5;NULL;27;35;NULL;56;NULL;73;NULL;NULL;18;NULL;39;40;NULL;61;NULL;83
30;0;9;3;13;NULL;33;NULL;57;64;NULL;NULL;7;NULL;24;34;NULL;NULL;67;NULL;87;NULL;16;29;NULL;45;58;NULL;71;NULL
34;0;11;3;NULL;23;NULL;43;NULL;NULL;78;82;NULL;NULL;27;32;NULL;56;61;NULL;89;8;17;NULL;38;48;NULL;66;NULL;NULL
35;0;11;NULL;12;24;NULL;NULL;50;NULL;74;83;1;NULL;25;30;NULL;51;NULL;79;NULL;NULL;15;NULL;31;40;NULL;64;NULL;87
36;0;11;2;14;NULL;35;NULL;53;60;NULL;NULL;9;NULL;22;36;NULL;NULL;62;NULL;90;NULL;18;29;NULL;45;58;NULL;76;NULL
40;0;13;8;13;NULL;NULL;45;NULL;62;NULL;87;NULL;NULL;21;30;NULL;58;NULL;73;89;NULL;17;NULL;39;47;NULL;69;75;NULL
41;0;13;NULL;14;26;NULL;42;51;NULL;NULL;85;5;NULL;28;35;NULL;NULL;61;77;NULL;7;16;NULL;38;NULL;57;68;NULL;NULL
42;0;13;1;12;NULL;NULL;44;NULL;NULL;78;80;6;NULL;20;33;NULL;52;64;NULL;NULL;NULL;NULL;27;NULL;48;53;NULL;79;81
46;0;15;4;NULL;22;NULL;41;NULL;60;NULL;82;NULL;15;NULL;31;45;NULL;68;75;NULL;5;NULL;27;NULL;NULL;55;NULL;77;85
47;0;15;NULL;16;NULL;35;43;NULL;63;71;NULL;NULL;18;20;NULL;NULL;53;NULL;76;84;1;NULL;25;NULL;47;59;NULL;NULL;89
48;0;15;6;13;NULL;34;NULL;50;61;NULL;NULL;8;NULL;23;36;NULL;NULL;65;70;NULL;NULL;19;26;NULL;44;52;NULL;NULL;83
52;0;17;4;NULL;23;NULL;41;NULL;NULL;77;84;NULL;NULL;26;34;NULL;57;62;NULL;87;7;10;NULL;37;45;NULL;66;NULL;NULL
53;0;17;NULL;12;20;NULL;NULL;55;NULL;70;81;1;NULL;27;33;NULL;59;NULL;72;NULL;NULL;14;NULL;36;43;NULL;60;NULL;90
54;0;17;5;13;NULL;32;NULL;51;61;NULL;NULL;9;NULL;21;38;NULL;NULL;65;NULL;83;NULL;15;22;NULL;48;53;NULL;76;NULL
58;0;19;2;NULL;20;NULL;43;NULL;NULL;77;83;NULL;NULL;24;34;NULL;51;60;NULL;87;6;19;NULL;38;47;NULL;69;NULL;NULL
59;0;19;NULL;13;28;NULL;NULL;52;NULL;73;84;8;NULL;29;30;NULL;53;NULL;76;NULL;NULL;15;NULL;33;44;NULL;64;NULL;86
60;0;19;3;12;NULL;31;NULL;54;62;NULL;NULL;4;NULL;21;35;NULL;NULL;67;NULL;82;NULL;17;22;NULL;45;56;NULL;75;NULL
64;0;21;NULL;14;NULL;34;43;NULL;69;72;NULL;NULL;18;24;NULL;NULL;56;NULL;79;84;4;NULL;29;NULL;48;57;NULL;NULL;88
65;0;21;1;NULL;27;NULL;45;NULL;61;NULL;83;NULL;16;NULL;37;49;NULL;65;70;NULL;6;NULL;28;NULL;NULL;52;NULL;76;85
66;0;21;7;10;NULL;32;NULL;55;60;NULL;NULL;8;NULL;25;38;NULL;NULL;63;74;NULL;NULL;19;26;NULL;41;59;NULL;NULL;87
70;0;23;NULL;10;NULL;32;41;NULL;60;70;NULL;NULL;19;20;NULL;NULL;51;NULL;78;80;8;NULL;26;NULL;44;54;NULL;NULL;86
71;0;23;6;NULL;23;NULL;45;NULL;68;NULL;83;NULL;12;NULL;34;48;NULL;69;73;NULL;7;NULL;25;NULL;NULL;50;NULL;76;84
72;0;23;2;14;NULL;33;NULL;55;65;NULL;NULL;4;NULL;22;36;NULL;NULL;67;77;NULL;NULL;17;24;NULL;46;58;NULL;NULL;88
