9001;3;0;4;13;NULL;NULL;41;NULL;60;NULL;85;NULL;NULL;29;31;NULL;57;NULL;70;88;NULL;14;NULL;35;44;NULL;68;77;NULL
9002;3;0;8;NULL;22;NULL;NULL;56;NULL;71;81;NULL;18;NULL;30;46;NULL;64;78;NULL;NULL;NULL;25;33;NULL;59;65;NULL;87
9003;3;0;1;16;NULL;NULL;42;NULL;63;NULL;83;NULL;NULL;20;32;NULL;50;NULL;73;86;NULL;17;27;NULL;49;58;NULL;76;NULL
9007;3;2;2;12;NULL;NULL;41;NULL;63;NULL;86;NULL;NULL;21;32;NULL;53;NULL;77;90;NULL;18;NULL;38;46;NULL;67;79;NULL
9008;3;2;6;NULL;23;NULL;NULL;56;NULL;72;82;NULL;13;NULL;30;40;NULL;62;73;NULL;NULL;NULL;25;39;NULL;58;64;NULL;88
9009;3;2;1;11;NULL;NULL;43;NULL;68;NULL;81;NULL;NULL;27;36;NULL;50;NULL;74;84;NULL;14;29;NULL;48;51;NULL;75;NULL
9013;3;4;NULL;NULL;20;30;NULL;51;60;NULL;83;NULL;13;NULL;38;43;NULL;NULL;70;88;8;16;NULL;NULL;44;NULL;63;77;NULL
9014;3;4;NULL;NULL;24;NULL;47;55;NULL;78;81;5;NULL;26;34;NULL;58;NULL;NULL;85;7;18;NULL;36;49;NULL;67;NULL;NULL
9015;3;4;6;10;NULL;NULL;42;NULL;61;73;NULL;NULL;11;NULL;32;NULL;52;NULL;79;80;NULL;NULL;27;39;NULL;57;69;NULL;90
9019;3;6;NULL;NULL;28;34;NULL;59;63;NULL;83;NULL;11;NULL;36;42;NULL;NULL;71;84;3;15;NULL;NULL;49;NULL;66;74;NULL
9020;3;6;NULL;NULL;24;NULL;45;50;NULL;78;80;1;NULL;26;31;NULL;57;NULL;NULL;82;7;10;NULL;35;47;NULL;61;NULL;NULL
9021;3;6;2;16;NULL;NULL;41;NULL;65;72;NULL;NULL;17;NULL;33;NULL;52;NULL;79;85;NULL;NULL;25;39;NULL;56;69;NULL;88
9025;3;8;3;15;NULL;34;NULL;50;67;NULL;NULL;4;NULL;24;35;NULL;NULL;68;NULL;84;NULL;19;25;NULL;41;59;NULL;79;NULL
