18004;6;1;2;NULL;22;NULL;42;NULL;NULL;70;83;NULL;NULL;28;31;NULL;56;62;NULL;89;4;13;NULL;32;44;NULL;66;NULL;NULL
18005;6;1;NULL;15;27;NULL;NULL;57;NULL;71;81;1;NULL;29;30;NULL;58;NULL;74;NULL;NULL;18;NULL;35;40;NULL;64;NULL;87
18006;6;1;3;12;NULL;33;NULL;50;60;NULL;NULL;5;NULL;25;38;NULL;NULL;61;NULL;82;NULL;14;26;NULL;49;53;NULL;77;NULL
18010;6;3;4;NULL;21;NULL;43;NULL;NULL;74;87;NULL;NULL;24;35;NULL;56;66;NULL;89;5;19;NULL;36;47;NULL;67;NULL;NULL
18011;6;3;NULL;10;22;NULL;NULL;51;NULL;71;82;9;NULL;26;32;NULL;54;NULL;78;NULL;NULL;12;NULL;34;48;NULL;62;NULL;88
18012;6;3;1;13;NULL;37;NULL;50;60;NULL;NULL;7;NULL;23;38;NULL;NULL;63;NULL;85;NULL;14;27;NULL;46;52;NULL;79;NULL
18016;6;5;NULL;10;NULL;39;45;NULL;69;75;NULL;NULL;16;28;NULL;NULL;50;NULL;78;87;1;NULL;29;NULL;47;59;NULL;NULL;88
18017;6;5;2;NULL;26;NULL;41;NULL;62;NULL;82;NULL;13;NULL;36;43;NULL;67;72;NULL;7;NULL;27;NULL;NULL;57;NULL;74;86
18018;6;5;3;12;NULL;31;NULL;54;64;NULL;NULL;6;NULL;22;35;NULL;NULL;65;70;NULL;NULL;17;25;NULL;46;58;NULL;NULL;85
18022;6;7;5;NULL;25;NULL;44;NULL;60;NULL;82;NULL;19;NULL;30;48;NULL;62;71;NULL;7;NULL;26;NULL;NULL;59;NULL;79;90
18023;6;7;NULL;15;NULL;31;41;NULL;67;73;NULL;NULL;16;22;NULL;NULL;53;NULL;78;85;1;NULL;24;NULL;43;56;NULL;NULL;87
18024;6;7;2;10;NULL;32;NULL;50;61;NULL;NULL;8;NULL;20;36;NULL;NULL;65;75;NULL;NULL;14;23;NULL;45;57;NULL;NULL;83
18028;6;9;NULL;13;21;NULL;40;52;NULL;NULL;87;6;NULL;29;31;NULL;NULL;60;73;NULL;8;15;NULL;38;NULL;56;67;NULL;NULL
18029;6;9;2;11;NULL;NULL;43;NULL;NULL;72;80;4;NULL;20;36;NULL;53;61;NULL;NULL;NULL;NULL;24;NULL;46;55;NULL;74;84
18030;6;9;5;14;NULL;NULL;42;NULL;68;NULL;82;NULL;NULL;25;33;NULL;51;NULL;75;90;NULL;18;27;NULL;49;57;NULL;77;NULL
18034;6;11;5;NULL;24;NULL;41;NULL;65;NULL;84;NULL;18;NULL;39;43;NULL;68;72;NULL;6;NULL;25;NULL;NULL;59;NULL;78;88
18035;6;11;NULL;11;NULL;33;40;NULL;64;75;NULL;NULL;15;20;NULL;NULL;52;NULL;79;83;4;NULL;28;NULL;49;58;NULL;NULL;85
18036;6;11;8;16;NULL;31;NULL;50;62;NULL;NULL;9;NULL;22;34;NULL;NULL;69;71;NULL;NULL;19;27;NULL;42;55;NULL;NULL;87
18040;6;13;1;NULL;23;NULL;43;NULL;NULL;71;81;NULL;NULL;26;30;NULL;52;67;NULL;89;4;16;NULL;38;45;NULL;68;NULL;NULL
18041;6;13;NULL;13;22;NULL;NULL;51;63;NULL;84;NULL;NULL;27;NULL;46;57;NULL;72;85;5;NULL;NULL;33;48;NULL;69;74;NULL
18042;6;13;6;10;NULL;NULL;40;NULL;NULL;73;80;NULL;18;NULL;36;47;NULL;60;77;NULL;8;NULL;28;NULL;NULL;56;62;NULL;90
18046;6;15;7;11;NULL;NULL;44;NULL;61;NULL;87;NULL;NULL;24;37;NULL;54;NULL;70;90;NULL;15;NULL;39;49;NULL;66;74;NULL
18047;6;15;NULL;10;21;NULL;46;55;NULL;NULL;82;1;NULL;23;35;NULL;NULL;62;78;NULL;4;19;NULL;36;NULL;56;65;NULL;NULL
18048;6;15;3;12;NULL;NULL;40;NULL;NULL;72;83;9;NULL;20;38;NULL;53;69;NULL;NULL;NULL;NULL;27;NULL;41;59;NULL;79;88
18052;6;17;NULL;14;24;NULL;44;50;NULL;NULL;89;4;NULL;25;32;NULL;NULL;63;74;NULL;9;15;NULL;39;NULL;57;69;NULL;NULL
18053;6;17;2;16;NULL;NULL;48;NULL;NULL;72;81;6;NULL;21;37;NULL;51;61;NULL;NULL;NULL;NULL;27;NULL;49;58;NULL;73;84
