3004;1;1;NULL;14;NULL;33;41;NULL;69;70;NULL;NULL;16;25;NULL;NULL;52;NULL;77;86;7;NULL;27;NULL;46;59;NULL;NULL;87
3005;1;1;6;NULL;22;NULL;43;NULL;65;NULL;80;NULL;12;NULL;38;45;NULL;68;72;NULL;9;NULL;29;NULL;NULL;57;NULL;79;83
3006;1;1;2;10;NULL;31;NULL;50;66;NULL;NULL;8;NULL;20;37;NULL;NULL;67;76;NULL;NULL;15;28;NULL;48;55;NULL;NULL;90
3010;1;3;NULL;14;26;NULL;44;52;NULL;NULL;88;4;NULL;27;30;NULL;NULL;60;76;NULL;5;16;NULL;36;NULL;53;63;NULL;NULL
3011;1;3;1;19;NULL;NULL;40;NULL;NULL;71;86;8;NULL;28;38;NULL;55;66;NULL;NULL;NULL;NULL;29;NULL;43;59;NULL;79;87
3012;1;3;2;NULL;NULL;34;48;NULL;NULL;73;80;NULL;12;24;NULL;NULL;50;65;NULL;82;3;15;NULL;35;49;NULL;68;NULL;NULL
3016;1;5;1;NULL;26;NULL;44;NULL;62;NULL;84;NULL;12;NULL;33;48;NULL;68;77;NULL;3;NULL;28;NULL;NULL;54;NULL;79;89
3017;1;5;NULL;10;NULL;39;41;NULL;61;73;NULL;NULL;17;24;NULL;NULL;50;NULL;75;81;4;NULL;29;NULL;47;52;NULL;NULL;87
3018;1;5;2;13;NULL;30;NULL;53;60;NULL;NULL;5;NULL;20;32;NULL;NULL;63;70;NULL;NULL;14;21;NULL;45;55;NULL;NULL;88
3022;1;7;NULL;12;NULL;39;40;NULL;65;70;NULL;NULL;14;20;NULL;NULL;52;NULL;72;81;4;NULL;27;NULL;44;55;NULL;NULL;87
3023;1;7;5;16;NULL;33;NULL;51;64;NULL;NULL;6;NULL;21;37;NULL;NULL;69;75;NULL;NULL;17;28;NULL;43;57;NULL;NULL;88
3024;1;7;NULL;NULL;26;31;NULL;53;60;NULL;83;NULL;11;NULL;35;41;NULL;NULL;77;84;8;18;NULL;NULL;47;NULL;63;78;NULL
3028;1;9;7;NULL;22;NULL;45;NULL;64;NULL;88;NULL;14;NULL;39;47;NULL;65;72;NULL;9;NULL;25;NULL;NULL;52;NULL;78;89
3029;1;9;NULL;15;NULL;30;46;NULL;61;73;NULL;NULL;16;21;NULL;NULL;53;NULL;75;80;8;NULL;27;NULL;49;59;NULL;NULL;86
3030;1;9;2;12;NULL;33;NULL;54;63;NULL;NULL;6;NULL;23;35;NULL;NULL;67;77;NULL;NULL;13;28;NULL;44;55;NULL;NULL;81
3034;1;11;NULL;10;NULL;35;44;NULL;63;74;NULL;NULL;17;24;NULL;NULL;50;NULL;75;80;8;NULL;27;NULL;49;52;NULL;NULL;83
3035;1;11;5;NULL;28;NULL;42;NULL;61;NULL;81;NULL;14;NULL;32;45;NULL;69;73;NULL;7;NULL;29;NULL;NULL;55;NULL;77;89
3036;1;11;2;11;NULL;31;NULL;51;64;NULL;NULL;6;NULL;21;33;NULL;NULL;67;70;NULL;NULL;12;26;NULL;41;59;NULL;NULL;86
3040;1;13;5;NULL;26;NULL;44;NULL;62;NULL;82;NULL;13;NULL;31;45;NULL;63;71;NULL;8;NULL;29;NULL;NULL;59;NULL;75;85
3041;1;13;NULL;14;NULL;30;40;NULL;64;73;NULL;NULL;15;21;NULL;NULL;55;NULL;76;80;9;NULL;27;NULL;49;58;NULL;NULL;87
3042;1;13;1;16;NULL;38;NULL;54;60;NULL;NULL;6;NULL;20;39;NULL;NULL;65;74;NULL;NULL;18;28;NULL;48;57;NULL;NULL;84
3046;1;15;NULL;12;21;NULL;NULL;52;NULL;70;81;3;NULL;22;30;NULL;59;NULL;72;NULL;NULL;17;NULL;37;47;NULL;60;NULL;84
3047;1;15;5;10;NULL;NULL;40;NULL;NULL;74;82;NULL;19;NULL;34;41;NULL;63;79;NULL;8;NULL;23;NULL;NULL;50;65;NULL;90
3048;1;15;2;11;NULL;32;NULL;57;61;NULL;NULL;4;NULL;25;33;NULL;NULL;62;NULL;80;NULL;13;29;NULL;44;58;NULL;78;NULL
3052;1;17;NULL;13;NULL;34;42;NULL;61;70;NULL;NULL;17;20;NULL;NULL;51;NULL;79;81;6;NULL;25;NULL;47;57;NULL;NULL;87
3053;1;17;4;NULL;22;NULL;48;NULL;66;NULL;83;NULL;14;NULL;33;49;NULL;68;74;NULL;8;NULL;23;NULL;NULL;55;NULL;76;90
3054;1;17;1;11;NULL;37;NULL;58;60;NULL;NULL;9;NULL;24;38;NULL;NULL;63;77;NULL;NULL;12;26;NULL;40;59;NULL;NULL;82
3058;1;19;8;12;NULL;NULL;44;NULL;67;NULL;80;NULL;NULL;23;32;NULL;57;NULL;71;89;NULL;19;NULL;39;46;NULL;68;79;NULL
3059;1;19;NULL;17;22;NULL;48;51;NULL;NULL;86;2;NULL;24;36;NULL;NULL;60;75;NULL;3;18;NULL;37;NULL;56;64;NULL;NULL
3060;1;19;4;14;NULL;NULL;41;NULL;NULL;76;82;7;NULL;25;34;NULL;55;69;NULL;NULL;NULL;NULL;28;NULL;47;59;NULL;78;85
3064;1;21;4;NULL;22;NULL;42;NULL;NULL;70;82;NULL;NULL;28;35;NULL;58;64;NULL;83;8;17;NULL;36;43;NULL;66;NULL;NULL
3065;1;21;NULL;10;25;NULL;NULL;53;NULL;77;89;3;NULL;26;31;NULL;54;NULL;79;NULL;NULL;11;NULL;39;47;NULL;60;NULL;90
3066;1;21;1;14;NULL;37;NULL;57;61;NULL;NULL;5;NULL;23;38;NULL;NULL;63;NULL;86;NULL;19;29;NULL;48;59;NULL;76;NULL
3070;1;23;NULL;11;NULL;35;43;NULL;64;72;NULL;NULL;14;20;NULL;NULL;52;NULL;79;88;1;NULL;27;NULL;44;55;NULL;NULL;89
3071;1;23;2;13;NULL;30;NULL;50;63;NULL;NULL;7;NULL;22;36;NULL;NULL;66;71;NULL;NULL;17;28;NULL;49;56;NULL;NULL;87
