27001;9;0;NULL;16;NULL;30;41;NULL;68;NULL;82;NULL;NULL;20;38;NULL;50;NULL;70;86;4;19;NULL;NULL;42;59;NULL;79;NULL
27002;9;0;NULL;11;23;NULL;NULL;54;NULL;76;83;9;NULL;24;34;NULL;56;NULL;78;NULL;NULL;14;NULL;39;48;NULL;62;NULL;87
27003;9;0;7;12;NULL;NULL;40;NULL;NULL;74;88;NULL;18;NULL;32;49;NULL;61;77;NULL;8;NULL;27;NULL;NULL;58;67;NULL;90
27007;9;2;NULL;NULL;23;36;NULL;55;60;NULL;80;NULL;16;NULL;39;47;NULL;NULL;72;82;8;18;NULL;NULL;48;NULL;68;76;NULL
27008;9;2;7;11;NULL;NULL;42;NULL;65;75;NULL;NULL;17;NULL;34;NULL;51;NULL;79;84;NULL;NULL;29;37;NULL;56;66;NULL;88
27009;9;2;NULL;NULL;25;NULL;43;52;NULL;70;83;2;NULL;28;30;NULL;54;NULL;NULL;90;3;13;NULL;31;45;NULL;64;NULL;NULL
27013;9;4;4;13;NULL;31;NULL;52;62;NULL;NULL;7;NULL;25;34;NULL;NULL;69;NULL;89;NULL;16;29;NULL;47;53;NULL;70;NULL
27014;9;4;NULL;10;23;NULL;NULL;54;NULL;73;80;5;NULL;27;36;NULL;59;NULL;78;NULL;NULL;11;NULL;37;44;NULL;63;NULL;84
27015;9;4;NULL;18;NULL;33;40;NULL;64;NULL;86;NULL;NULL;24;38;NULL;51;NULL;71;88;1;19;NULL;NULL;45;57;NULL;76;NULL
27019;9;6;4;NULL;26;NULL;NULL;53;NULL;74;80;NULL;12;NULL;31;40;NULL;60;76;NULL;NULL;NULL;29;38;NULL;57;69;NULL;89
27020;9;6;7;10;NULL;NULL;48;NULL;64;NULL;85;NULL;NULL;20;30;NULL;56;NULL;77;87;NULL;15;NULL;36;49;NULL;67;79;NULL
27021;9;6;2;NULL;NULL;34;44;NULL;NULL;78;83;NULL;11;25;NULL;NULL;51;65;NULL;90;8;18;NULL;39;47;NULL;68;NULL;NULL
27025;9;8;NULL;16;20;NULL;NULL;54;63;NULL;80;NULL;NULL;25;NULL;45;58;NULL;74;86;4;NULL;NULL;31;48;NULL;64;77;NULL
27026;9;8;2;NULL;24;NULL;40;NULL;NULL;70;83;NULL;NULL;29;30;NULL;59;60;NULL;84;3;18;NULL;32;42;NULL;62;NULL;NULL
27027;9;8;NULL;14;NULL;34;47;NULL;66;NULL;87;NULL;NULL;28;37;NULL;53;NULL;73;90;7;17;NULL;NULL;49;57;NULL;78;NULL
27031;9;10;NULL;10;23;NULL;NULL;54;68;NULL;85;NULL;NULL;26;NULL;42;58;NULL;78;88;3;NULL;NULL;36;45;NULL;69;79;NULL
27032;9;10;4;NULL;22;NULL;46;NULL;NULL;72;89;NULL;NULL;25;32;NULL;53;60;NULL;90;6;11;NULL;39;49;NULL;65;NULL;NULL
27033;9;10;NULL;16;NULL;34;40;NULL;63;NULL;80;NULL;NULL;24;35;NULL;51;NULL;71;84;8;19;NULL;NULL;43;55;NULL;73;NULL
27037;9;12;NULL;13;NULL;32;41;NULL;68;NULL;81;NULL;NULL;24;33;NULL;52;NULL;72;88;2;14;NULL;NULL;47;56;NULL;79;NULL
27038;9;12;NULL;10;21;NULL;NULL;53;NULL;71;83;3;NULL;27;36;NULL;58;NULL;76;NULL;NULL;17;NULL;38;48;NULL;66;NULL;84
27039;9;12;1;11;NULL;NULL;40;NULL;NULL;75;80;NULL;12;NULL;35;45;NULL;60;78;NULL;6;NULL;25;NULL;NULL;57;63;NULL;87
27043;9;14;NULL;16;23;NULL;NULL;55;66;NULL;82;NULL;NULL;28;NULL;40;58;NULL;76;83;4;NULL;NULL;34;41;NULL;68;78;NULL
27044;9;14;1;NULL;22;NULL;47;NULL;NULL;74;86;NULL;NULL;25;31;NULL;54;62;NULL;89;5;11;NULL;33;48;NULL;67;NULL;NULL
27045;9;14;NULL;10;NULL;30;45;NULL;65;NULL;81;NULL;NULL;27;37;NULL;53;NULL;73;87;6;17;NULL;NULL;46;57;NULL;75;NULL
27049;9;16;NULL;NULL;27;30;NULL;58;60;NULL;87;NULL;12;NULL;33;40;NULL;NULL;78;88;8;13;NULL;NULL;47;NULL;65;79;NULL
27050;9;16;2;11;NULL;NULL;49;NULL;64;73;NULL;NULL;17;NULL;31;NULL;56;NULL;77;84;NULL;NULL;29;32;NULL;57;69;NULL;89
27051;9;16;NULL;NULL;20;NULL;43;50;NULL;76;85;3;NULL;22;34;NULL;52;NULL;NULL;86;7;14;NULL;38;46;NULL;62;NULL;NULL
27055;9;18;NULL;NULL;22;NULL;44;51;NULL;70;82;3;NULL;24;34;NULL;54;NULL;NULL;83;4;18;NULL;36;46;NULL;60;NULL;NULL
27056;9;18;7;11;NULL;NULL;47;NULL;61;72;NULL;NULL;13;NULL;32;NULL;53;NULL;74;85;NULL;NULL;26;38;NULL;56;68;NULL;89
27057;9;18;5;NULL;20;NULL;40;NULL;62;NULL;88;NULL;17;NULL;35;48;NULL;65;73;NULL;6;NULL;25;NULL;NULL;57;NULL;78;90
27061;9;20;4;16;NULL;NULL;40;NULL;63;NULL;87;NULL;NULL;24;30;NULL;58;NULL;71;89;NULL;19;NULL;36;44;NULL;66;76;NULL
27062;9;20;3;NULL;25;NULL;NULL;53;NULL;73;80;NULL;10;NULL;32;42;NULL;61;79;NULL;NULL;NULL;26;35;NULL;54;67;NULL;81
27063;9;20;9;13;NULL;NULL;43;NULL;62;NULL;84;NULL;NULL;22;33;NULL;51;NULL;75;90;NULL;14;28;NULL;45;59;NULL;78;NULL
27067;9;22;NULL;NULL;24;NULL;42;51;NULL;70;80;4;NULL;26;36;NULL;57;NULL;NULL;87;5;10;NULL;39;45;NULL;65;NULL;NULL
27068;9;22;2;13;NULL;NULL;49;NULL;62;71;NULL;NULL;16;NULL;32;NULL;52;NULL;79;86;NULL;NULL;23;33;NULL;55;64;NULL;88
27069;9;22;3;NULL;25;NULL;41;NULL;67;NULL;81;NULL;15;NULL;35;43;NULL;69;73;NULL;7;NULL;27;NULL;NULL;50;NULL;77;82
